,001_turnover,002_morning_diff,003_ov_momentum,004_asym_ov,005_tug_of_war,006_rv_momentum,007,008,009,010,011,012,013,014,015,016,017,018,019
2025-06-27,0.12570965125709652,0.1151662611516626,0.07785888077858881,0.0786699107866991,0.0851581508515815,0.14760746147607462,0.0227088402270884,0.0494728304947283,0.014598540145985401,0.054339010543390104,0.0113544201135442,0.013787510137875101,0.013787510137875101,0.021897810218978103,0.017842660178426603,0.050283860502838604,0.0332522303325223,0.042173560421735604,0.024330900243309004
2025-06-30,0.12357723577235773,0.11300813008130081,0.08211382113821138,0.08211382113821138,0.07804878048780488,0.15365853658536585,0.027642276422764227,0.04878048780487805,0.013821138211382113,0.04878048780487805,0.007317073170731708,0.013821138211382113,0.01788617886178862,0.01951219512195122,0.01707317073170732,0.04796747967479675,0.036585365853658534,0.044715447154471545,0.023577235772357725
2025-07-01,0.11912479740680713,0.1126418152350081,0.08103727714748785,0.07779578606158834,0.08427876823338736,0.15640194489465153,0.02674230145867099,0.05429497568881685,0.011345218800648298,0.04943273905996758,0.006482982171799027,0.011345218800648298,0.017828200972447326,0.017828200972447326,0.018638573743922204,0.04943273905996758,0.04294975688816856,0.04213938411669368,0.02025931928687196
2025-07-02,0.12022745735174654,0.11372867587327376,0.07473598700243704,0.08042242079610074,0.08123476848090982,0.14947197400487408,0.026807473598700244,0.05199025182778229,0.012185215272136474,0.056051990251827784,0.017059301380991064,0.012997562956945572,0.01380991064175467,0.023558082859463852,0.010560519902518278,0.0463038180341186,0.041429731925264016,0.04305442729488221,0.024370430544272948
2025-07-03,0.11435523114355231,0.11435523114355231,0.08353609083536091,0.0827250608272506,0.08191403081914031,0.15328467153284672,0.0227088402270884,0.05190592051905921,0.013787510137875101,0.05190592051905921,0.008921330089213302,0.012165450121654502,0.0113544201135442,0.021897810218978103,0.014598540145985401,0.054339010543390104,0.0373073803730738,0.04866180048661801,0.0202757502027575
2025-07-04,0.12459016393442623,0.10573770491803279,0.07704918032786885,0.07704918032786885,0.08114754098360656,0.15081967213114755,0.027049180327868853,0.05491803278688524,0.012295081967213115,0.051639344262295085,0.010655737704918032,0.01639344262295082,0.01721311475409836,0.022950819672131147,0.009836065573770493,0.051639344262295085,0.040983606557377046,0.04180327868852459,0.02622950819672131
2025-07-07,0.12101390024529844,0.10956663941128372,0.08340147179067865,0.08830744071954211,0.0776778413736713,0.15126737530662307,0.032706459525756335,0.050695012264922325,0.01062959934587081,0.050695012264922325,0.008994276369582993,0.014717906786590351,0.016353229762878167,0.02044153720359771,0.011447260834014717,0.044971381847914965,0.04088307440719542,0.044153720359771054,0.022076860179885527
2025-07-08,0.11688311688311688,0.10714285714285714,0.07792207792207792,0.08603896103896104,0.07954545454545454,0.16883116883116883,0.021103896103896104,0.05032467532467533,0.012175324675324676,0.04301948051948052,0.00974025974025974,0.015422077922077922,0.017045454545454544,0.018668831168831168,0.010551948051948052,0.04788961038961039,0.04301948051948052,0.044642857142857144,0.030032467532467532
2025-07-09,0.1236603462489695,0.11376751854905194,0.07666941467436109,0.08408903544929926,0.0832646331409728,0.14591920857378401,0.0247320692497939,0.057708161582852434,0.009068425391591096,0.05276174773289365,0.009068425391591096,0.01483924154987634,0.00989282769991756,0.023083264633140973,0.013190436933223413,0.05276174773289365,0.04204451772464963,0.043693322341302555,0.01978565539983512
2025-07-10,0.11165048543689321,0.10194174757281553,0.0744336569579288,0.08171521035598706,0.08333333333333333,0.16019417475728157,0.03559870550161812,0.05339805825242718,0.012135922330097087,0.04692556634304207,0.0056634304207119745,0.014563106796116505,0.013754045307443365,0.022653721682847898,0.015372168284789644,0.052588996763754045,0.038834951456310676,0.045307443365695796,0.029935275080906147
2025-07-11,0.12397372742200329,0.11904761904761904,0.07881773399014778,0.07389162561576355,0.0812807881773399,0.15188834154351397,0.024630541871921183,0.05008210180623974,0.010673234811165846,0.05582922824302135,0.010673234811165846,0.012315270935960592,0.012315270935960592,0.023809523809523808,0.0180623973727422,0.04433497536945813,0.03940886699507389,0.0451559934318555,0.023809523809523808
2025-07-14,0.12325390304026294,0.10928512736236648,0.07559572719802794,0.08216926869350863,0.07970419063270337,0.1495480690221857,0.027937551355792935,0.05012325390304026,0.015612161051766639,0.05751848808545604,0.00657354149548069,0.012325390304026294,0.01314708299096138,0.024650780608052588,0.01972062448644207,0.04519309778142974,0.03944124897288414,0.04272801972062449,0.025472473294987676
2025-07-15,0.1100244498777506,0.10594947025264874,0.07986960065199673,0.08312958435207823,0.07823960880195599,0.15892420537897312,0.026079869600651995,0.05052974735126324,0.008149959250203748,0.05134474327628362,0.006519967400162999,0.011409942950285249,0.017929910350448247,0.022004889975550123,0.021189894050529748,0.05704971475142624,0.035859820700896494,0.05052974735126324,0.02526487367563162
2025-07-16,0.10491803278688525,0.1040983606557377,0.08032786885245902,0.08196721311475409,0.0860655737704918,0.1581967213114754,0.030327868852459017,0.04672131147540984,0.014754098360655738,0.05081967213114754,0.007377049180327869,0.013934426229508197,0.013114754098360656,0.021311475409836064,0.014754098360655738,0.05327868852459016,0.045081967213114756,0.04836065573770492,0.02459016393442623
2025-07-17,0.12337662337662338,0.10551948051948051,0.08198051948051949,0.0836038961038961,0.08441558441558442,0.14935064935064934,0.025974025974025976,0.05113636363636364,0.00974025974025974,0.05032467532467533,0.008116883116883116,0.011363636363636364,0.016233766233766232,0.018668831168831168,0.021915584415584416,0.04707792207792208,0.040584415584415584,0.041396103896103896,0.02922077922077922
2025-07-18,0.11827079934747145,0.10929853181076672,0.0799347471451876,0.07911908646003263,0.08890701468189233,0.15171288743882544,0.02773246329526917,0.05057096247960848,0.015497553017944535,0.052202283849918436,0.00897226753670473,0.009787928221859706,0.009787928221859706,0.022838499184339316,0.01794453507340946,0.048939641109298535,0.0367047308319739,0.04730831973898858,0.024469820554649267
2025-07-21,0.11702986279257466,0.1089588377723971,0.07909604519774012,0.07909604519774012,0.08313155770782889,0.15334947538337368,0.02744148506860371,0.05004035512510089,0.01533494753833737,0.05407586763518967,0.00887812752219532,0.013720742534301856,0.008071025020177562,0.023405972558514933,0.021791767554479417,0.04439063761097659,0.041969330104923326,0.042776432606941084,0.02744148506860371
2025-07-22,0.12064777327935222,0.10607287449392712,0.07044534412955465,0.07935222672064778,0.08663967611336032,0.14817813765182186,0.03319838056680162,0.04696356275303644,0.012955465587044534,0.05020242914979757,0.008097165991902834,0.015384615384615385,0.012145748987854251,0.022672064777327937,0.02348178137651822,0.05344129554655871,0.03562753036437247,0.05101214574898785,0.02348178137651822
2025-07-23,0.11174551386623165,0.10603588907014681,0.07504078303425775,0.08482871125611746,0.08156606851549755,0.15742251223491027,0.02936378466557912,0.05138662316476346,0.015497553017944535,0.05301794453507341,0.011419249592169658,0.01794453507340946,0.008156606851549755,0.01957585644371941,0.018760195758564437,0.048939641109298535,0.037520391517128875,0.04730831973898858,0.024469820554649267
2025-07-24,0.11057304277643261,0.1016949152542373,0.07183212267958031,0.0847457627118644,0.08313155770782889,0.16868442292171107,0.033091202582728005,0.04600484261501211,0.01533494753833737,0.053268765133171914,0.010492332526230832,0.014527845036319613,0.011299435028248588,0.021791767554479417,0.018563357546408393,0.04116222760290557,0.04600484261501211,0.046811945117029866,0.020984665052461663
2025-07-25,0.12009803921568628,0.10212418300653595,0.0857843137254902,0.07598039215686274,0.08496732026143791,0.16013071895424835,0.02369281045751634,0.05065359477124183,0.013071895424836602,0.05555555555555555,0.006535947712418301,0.015522875816993464,0.008986928104575163,0.018790849673202614,0.02042483660130719,0.04003267973856209,0.049019607843137254,0.0457516339869281,0.02287581699346405
2025-07-28,0.12306438467807661,0.10105949470252648,0.07905460472697637,0.08557457212713937,0.08720456397718011,0.1532192339038305,0.02444987775061125,0.04808475957620212,0.013039934800325998,0.05215973920130399,0.007334963325183374,0.013854930725346373,0.012224938875305624,0.020374898125509373,0.020374898125509373,0.04645476772616137,0.04156479217603912,0.04482477587612062,0.026079869600651995
2025-07-29,0.10199004975124377,0.1077943615257048,0.0779436152570481,0.08208955223880597,0.087893864013267,0.16169154228855723,0.024875621890547265,0.04560530679933665,0.01658374792703151,0.05472636815920398,0.004975124378109453,0.011608623548922056,0.01077943615257048,0.02570480928689884,0.024875621890547265,0.04809286898839138,0.0406301824212272,0.0472636815920398,0.024875621890547265
2025-07-30,0.11894995898277276,0.10746513535684987,0.07465135356849877,0.08695652173913043,0.08203445447087777,0.15914684167350288,0.02132895816242822,0.05086136177194422,0.018867924528301886,0.05578342904019688,0.008203445447087777,0.01066447908121411,0.01066447908121411,0.015586546349466776,0.016406890894175553,0.04922067268252666,0.04265791632485644,0.044298605414273995,0.026251025430680888
2025-07-31,0.1174055829228243,0.1116584564860427,0.07963875205254516,0.08702791461412152,0.07881773399014778,0.15845648604269294,0.025451559934318555,0.05090311986863711,0.013136288998357963,0.05665024630541872,0.0090311986863711,0.0090311986863711,0.011494252873563218,0.017241379310344827,0.019704433497536946,0.034482758620689655,0.034482758620689655,0.052545155993431854,0.03284072249589491
2025-08-01,0.12715340442986053,0.10418375717801477,0.08695652173913043,0.081214109926169,0.08367514356029532,0.16324856439704677,0.022969647251845776,0.0475799835931091,0.017227235438884332,0.05004101722723544,0.007383100902378999,0.012305168170631665,0.007383100902378999,0.022149302707136997,0.017227235438884332,0.044298605414273995,0.04019688269073011,0.04265791632485644,0.022149302707136997
2025-08-04,0.12113821138211382,0.108130081300813,0.08048780487804878,0.07642276422764227,0.08130081300813008,0.15691056910569107,0.025203252032520326,0.04878048780487805,0.013821138211382113,0.055284552845528454,0.01056910569105691,0.013821138211382113,0.00975609756097561,0.026016260162601626,0.014634146341463415,0.044715447154471545,0.04065040650406504,0.05040650406504065,0.02195121951219512
2025-08-05,0.11794019933554817,0.10631229235880399,0.08388704318936877,0.08388704318936877,0.08554817275747509,0.1536544850498339,0.020764119601328904,0.0473421926910299,0.009966777408637873,0.05647840531561462,0.009136212624584718,0.012458471760797342,0.01079734219269103,0.019933554817275746,0.019933554817275746,0.03571428571428571,0.044850498338870434,0.058970099667774084,0.022425249169435217
2025-08-06,0.11788953009068426,0.10634789777411377,0.0807914262159934,0.08408903544929926,0.08161582852431987,0.169002473206925,0.023083264633140973,0.051112943116240726,0.013190436933223413,0.05028854080791426,0.01483924154987634,0.014014839241549877,0.004122011541632316,0.018136850783182192,0.013190436933223413,0.04451772464962902,0.03957131079967024,0.05193734542456719,0.02225886232481451
2025-08-07,0.12695795548227534,0.10964550700741962,0.08656224237427865,0.07914262159934048,0.07996702390766694,0.15416323165704865,0.026380873866446827,0.05028854080791426,0.01236603462489695,0.04781533388293487,0.010717230008244023,0.010717230008244023,0.010717230008244023,0.018961253091508656,0.015663643858202802,0.05276174773289365,0.03792250618301731,0.04781533388293487,0.021434460016488046
2025-08-08,0.11908646003262642,0.10195758564437195,0.08482871125611746,0.07177814029363784,0.08075040783034258,0.16068515497553018,0.022838499184339316,0.05301794453507341,0.013866231647634585,0.05301794453507341,0.010603588907014683,0.013050570962479609,0.013866231647634585,0.017128874388254486,0.015497553017944535,0.053833605220228384,0.03833605220228385,0.04812398042414356,0.02773246329526917
2025-08-11,0.11312964492155243,0.1106523534269199,0.08422791081750619,0.08092485549132948,0.08422791081750619,0.16019818331957061,0.028901734104046242,0.0495458298926507,0.013212221304706853,0.053674649050371594,0.011560693641618497,0.007431874483897605,0.010734929810074319,0.01981833195706028,0.013212221304706853,0.04872006606110652,0.03550784475639967,0.05284888521882741,0.021469859620148638
2025-08-12,0.12572373862696443,0.10587262200165426,0.07775020678246485,0.076095947063689,0.07361455748552523,0.15798180314309346,0.03225806451612903,0.04714640198511166,0.011579818031430935,0.052109181141439205,0.007444168734491315,0.014061207609594707,0.014061207609594707,0.022332506203473945,0.017369727047146403,0.04962779156327544,0.0380479735318445,0.053763440860215055,0.02315963606286187
2025-08-13,0.12377049180327869,0.10327868852459017,0.08524590163934426,0.08196721311475409,0.08114754098360656,0.16475409836065574,0.022131147540983605,0.05327868852459016,0.00819672131147541,0.05245901639344262,0.010655737704918032,0.011475409836065573,0.009836065573770493,0.01639344262295082,0.01639344262295082,0.04590163934426229,0.04426229508196721,0.047540983606557376,0.021311475409836064
2025-08-14,0.1222130470685384,0.10734929810074319,0.07844756399669695,0.08505367464905036,0.07679603633360858,0.1593724194880264,0.023947151114781174,0.05037159372419488,0.017341040462427744,0.054500412881915775,0.011560693641618497,0.00990916597853014,0.008257638315441783,0.023947151114781174,0.01486374896779521,0.04706853839801817,0.03550784475639967,0.0495458298926507,0.023947151114781174
2025-08-15,0.1180842279108175,0.10652353426919901,0.08092485549132948,0.08175061932287365,0.08257638315441784,0.16019818331957061,0.022295623451692816,0.05697770437654831,0.016515276630883566,0.0495458298926507,0.00990916597853014,0.014037985136251032,0.007431874483897605,0.01486374896779521,0.01486374896779521,0.05202312138728324,0.03963666391412056,0.0495458298926507,0.022295623451692816
